evidence_id,paper_id,file_id,source_kind,source_url,page_start,page_end,figure,panel,table_no,equation_no,quote_sha256,extraction_method,evidence_level,confidence,verification_status,created_at,notes
E-OBS-P0002-band_structure-2-c1c4252d3b796d79,P0002,F0002,local_pdf_text_observation,,2,2,,,,,c1c4252d3b796d7991ad7b5545dcb45cd6855a0b9e8606b3566d693794f8157e,regex:band_structure,E0,0.48,candidate_needs_review,2026-05-16 10:44:24,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0002-spectrum-2-4b9749a8ae6b1e6c,P0002,F0002,local_pdf_text_observation,,2,2,,,,,4b9749a8ae6b1e6c938197eb1a1568fea037a5c2402007ae478b7f777e57e108,regex:spectrum,E0,0.48,candidate_needs_review,2026-05-16 10:44:24,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0002-polarization-2-43e162fe78b87658,P0002,F0002,local_pdf_text_observation,,2,2,,,,,43e162fe78b87658ed877841c071ae92da4e682ea10289733d22079f2af346fa,regex:polarization,E0,0.46,candidate_needs_review,2026-05-16 10:44:24,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0002-polarization-2-5ffcd6572e99eb3d,P0002,F0002,local_pdf_text_observation,,2,2,,,,,5ffcd6572e99eb3d8787ba8ef88d616cacb13ddbb6f911f22653d0a097c7cfcb,regex:polarization,E0,0.46,candidate_needs_review,2026-05-16 10:44:24,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0002-material-3-7e19e8e924fbbff1,P0002,F0002,local_pdf_text_observation,,3,3,,,,,7e19e8e924fbbff181883140b0f4f4718facb5783df85c7b6a36bd5b9127745b,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:24,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0002-material-3-e80c4c08e414d916,P0002,F0002,local_pdf_text_observation,,3,3,,,,,e80c4c08e414d916cdeb226500dc6ab52c2a28e037a0ba45a3c77ef8877587ef,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:24,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0002-material-3-ea7265fa1810c30b,P0002,F0002,local_pdf_text_observation,,3,3,,,,,ea7265fa1810c30b1cb32875c62c9b9339c6a1594d50aa0639aa8af108e25929,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:24,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0002-material-3-89760e2903071261,P0002,F0002,local_pdf_text_observation,,3,3,,,,,89760e29030712616b799c7c6f2bdf807d940c6020e69ff42394f6ec57bc7c9e,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:24,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0002-material-3-909772514160e998,P0002,F0002,local_pdf_text_observation,,3,3,,,,,909772514160e99858507cfe03e05b3a60e47c059e01ce2a41bdb20ec4581e2c,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:24,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0002-band_structure-3-31bd1778bf5ae075,P0002,F0002,local_pdf_text_observation,,3,3,,,,,31bd1778bf5ae0753b5cbd34b57484ac8ab093bd6dd572ef35133628f5f43824,regex:band_structure,E0,0.48,candidate_needs_review,2026-05-16 10:44:24,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0002-band_structure-3-14f84d3f7f08c6c7,P0002,F0002,local_pdf_text_observation,,3,3,,,,,14f84d3f7f08c6c7a0b516f0ca93eafa16d8fbec7eee8b27abb77dcbfb21e3ad,regex:band_structure,E0,0.48,candidate_needs_review,2026-05-16 10:44:24,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0002-band_structure-3-f8ac6be3899a5743,P0002,F0002,local_pdf_text_observation,,3,3,,,,,f8ac6be3899a5743d3144e36bb9b30ca263aaaa2401c30818bbe2abb5d05626a,regex:band_structure,E0,0.48,candidate_needs_review,2026-05-16 10:44:24,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0002-spectrum-3-2a33b87ba105e4d0,P0002,F0002,local_pdf_text_observation,,3,3,,,,,2a33b87ba105e4d05272903bc307117eb0a67d057dfe17a4c5e789feba03b3ea,regex:spectrum,E0,0.48,candidate_needs_review,2026-05-16 10:44:24,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0002-spectrum-3-7cb22683f39cebbf,P0002,F0002,local_pdf_text_observation,,3,3,,,,,7cb22683f39cebbf7b7b2abf8ccce713e0cd15c28eb9b125d49691a83a5ff3b2,regex:spectrum,E0,0.48,candidate_needs_review,2026-05-16 10:44:24,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0002-band_structure-4-bc58ccb982b7a496,P0002,F0002,local_pdf_text_observation,,4,4,,,,,bc58ccb982b7a496098d15da760bf21ddb44de564de1400e99b1801d15c6325c,regex:band_structure,E0,0.48,candidate_needs_review,2026-05-16 10:44:24,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0002-band_structure-4-47f13c68293df651,P0002,F0002,local_pdf_text_observation,,4,4,,,,,47f13c68293df6516f855624682ac3c472fbff023ac640d20aa8f459b50ca077,regex:band_structure,E0,0.48,candidate_needs_review,2026-05-16 10:44:24,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0002-band_structure-4-977baf90b6342c5f,P0002,F0002,local_pdf_text_observation,,4,4,,,,,977baf90b6342c5f7d4a5a5c7f35b1b5c51f1754e6550ed264b731eb7c85650d,regex:band_structure,E0,0.48,candidate_needs_review,2026-05-16 10:44:24,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0002-spectrum-4-0589e13251eb222a,P0002,F0002,local_pdf_text_observation,,4,4,,,,,0589e13251eb222affe8de8708d8f9dbf98a653e58284fc0b1f5084f1a46b7ec,regex:spectrum,E0,0.48,candidate_needs_review,2026-05-16 10:44:24,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0002-spectrum-4-d53169efadf14656,P0002,F0002,local_pdf_text_observation,,4,4,,,,,d53169efadf14656bf28bd423dfabbef3910b67e1d3b31b2135e605b996ef6c1,regex:spectrum,E0,0.48,candidate_needs_review,2026-05-16 10:44:24,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0002-material-5-3c6e353dd3a65243,P0002,F0002,local_pdf_text_observation,,5,5,,,,,3c6e353dd3a6524355c8b590c3b6430e5239f8d5a0eb8bbf2f9a48c11d5221d2,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:24,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0002-material-7-16c428c3883c1234,P0002,F0002,local_pdf_text_observation,,7,7,,,,,16c428c3883c12342a58e0093fd25772d20366e8797828d031d6c125c296ed25,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:24,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0002-material-7-879695088ff45107,P0002,F0002,local_pdf_text_observation,,7,7,,,,,879695088ff45107ee52c47d057838da8cb67024dbb39547c31540cc2a183b73,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:24,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0002-spectrum-7-ee23f4d30f3d3951,P0002,F0002,local_pdf_text_observation,,7,7,,,,,ee23f4d30f3d395147895041aac2d23c883f037b863e843db731a7ec57580b66,regex:spectrum,E0,0.48,candidate_needs_review,2026-05-16 10:44:24,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0003-material-1-796de39a70c7f6e3,P0003,F0003,local_pdf_text_observation,,1,1,,,,,796de39a70c7f6e3528af6cc980052f3da7df40c92fef3e5fc148413af1bb685,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:24,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0003-material-1-80906976f2e7d22b,P0003,F0003,local_pdf_text_observation,,1,1,,,,,80906976f2e7d22b4125f1f910d94a96fe59d1f3b4340c5beb4dfe7d59d1b4af,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:24,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0003-material-1-873757e3bb4af5d1,P0003,F0003,local_pdf_text_observation,,1,1,,,,,873757e3bb4af5d18d7491596a3f6e7cb27d11f7a2c28ebb9e6d429cbd17821c,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:24,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0003-material-1-d001a2471c118af7,P0003,F0003,local_pdf_text_observation,,1,1,,,,,d001a2471c118af73fbff6181786c134cdc94ae8ac25ba9f1e23e4f2aa648d27,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:24,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0003-material-1-3834f511efcacd90,P0003,F0003,local_pdf_text_observation,,1,1,,,,,3834f511efcacd90de9ee04b06ee18f9e0ca114526d11341fa440c4e9fb6f345,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:24,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0003-material-1-77cde07ce3b019d3,P0003,F0003,local_pdf_text_observation,,1,1,,,,,77cde07ce3b019d3f99d795f2ee9fce19beeb078cde927f7902a10beb48f549e,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:24,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0003-material-1-648a9c40a18b1721,P0003,F0003,local_pdf_text_observation,,1,1,,,,,648a9c40a18b1721d49b7055ebf7834dd329931f3489b09ebaaf7cd8e12e19b5,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:24,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0003-material-2-cee0b1aa7fae1a0d,P0003,F0003,local_pdf_text_observation,,2,2,,,,,cee0b1aa7fae1a0dbf0c5ebe667661a509b225aa47195c8c1ddcf69ee33ebef8,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:24,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0003-band_structure-2-2fb5f175f267f82a,P0003,F0003,local_pdf_text_observation,,2,2,,,,,2fb5f175f267f82aef6eeba3d2c9abaa6cae24815bdd4762822d52639c373b6d,regex:band_structure,E0,0.48,candidate_needs_review,2026-05-16 10:44:24,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0003-wavelength-3-5477f884d2093981,P0003,F0003,local_pdf_text_observation,,3,3,,,,,5477f884d20939815fd8e8527cdb3496d8a98f3240b836c02cd1359c4e4b1846,regex:wavelength,E0,0.6,candidate_needs_review,2026-05-16 10:44:24,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0003-wavelength-3-5b06e5b67aab56ae,P0003,F0003,local_pdf_text_observation,,3,3,,,,,5b06e5b67aab56ae91b9cc3f5a93b193fe114947159d7866d493f92413ed1da5,regex:wavelength,E0,0.6,candidate_needs_review,2026-05-16 10:44:24,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0003-radius-3-9a4473dd3ceee201,P0003,F0003,local_pdf_text_observation,,3,3,,,,,9a4473dd3ceee20106fd374a1a2fd6a1ec2b17c832ba1d1d74aae0f05ff97365,regex:radius,E0,0.48,candidate_needs_review,2026-05-16 10:44:24,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0003-spectrum-3-b48a6abb2c5537b0,P0003,F0003,local_pdf_text_observation,,3,3,,,,,b48a6abb2c5537b0d859d805c8d535c0c951932c022f7950d043714193bfcb3b,regex:spectrum,E0,0.48,candidate_needs_review,2026-05-16 10:44:24,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0003-spectrum-3-12efc3345563e128,P0003,F0003,local_pdf_text_observation,,3,3,,,,,12efc3345563e1285123316d3f6af378fec3f93c9a4a442c92f6d20307886461,regex:spectrum,E0,0.48,candidate_needs_review,2026-05-16 10:44:24,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0003-spectrum-3-b65b55e288e31834,P0003,F0003,local_pdf_text_observation,,3,3,,,,,b65b55e288e31834b71afe76cdb3e1c582e0f4c0140d01ce013e087f9c160fb1,regex:spectrum,E0,0.48,candidate_needs_review,2026-05-16 10:44:24,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0003-band_structure-4-db8a7587011d2597,P0003,F0003,local_pdf_text_observation,,4,4,,,,,db8a7587011d25970b8c29bc4bcb997d25964620f346555ab7b4b5904846b5b8,regex:band_structure,E0,0.48,candidate_needs_review,2026-05-16 10:44:24,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0003-k_space-5-4a649162f064d473,P0003,F0003,local_pdf_text_observation,,5,5,,,,,4a649162f064d47387b23d4a22ca47bd45c36275085ef4a07de72fee2cb2ffc1,regex:k_space,E0,0.5,candidate_needs_review,2026-05-16 10:44:24,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0003-k_space-5-b33d75b4c2479c19,P0003,F0003,local_pdf_text_observation,,5,5,,,,,b33d75b4c2479c19371f212d1f3607773c940ee92e5a872ac0ae02bca18081a8,regex:k_space,E0,0.5,candidate_needs_review,2026-05-16 10:44:24,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0003-band_structure-5-35bf6d61f5ce652a,P0003,F0003,local_pdf_text_observation,,5,5,,,,,35bf6d61f5ce652aff56becbd1db5d75969134163d191257073413f00364b12b,regex:band_structure,E0,0.48,candidate_needs_review,2026-05-16 10:44:24,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0003-band_structure-5-8325d28c8cd22df1,P0003,F0003,local_pdf_text_observation,,5,5,,,,,8325d28c8cd22df147a6434df83612287da8c7cb3c1886b22899750f7d4e4ecf,regex:band_structure,E0,0.48,candidate_needs_review,2026-05-16 10:44:24,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0003-k_space-6-eaccfc6eecb8cd35,P0003,F0003,local_pdf_text_observation,,6,6,,,,,eaccfc6eecb8cd35b20e1c2f844506aa7bfa199c5949faa9e309cc412d708296,regex:k_space,E0,0.5,candidate_needs_review,2026-05-16 10:44:24,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0003-k_space-6-23a4f4ba91c13174,P0003,F0003,local_pdf_text_observation,,6,6,,,,,23a4f4ba91c1317407c2616ee57c3de3230a17cf018fabfd3109c9d2765c8041,regex:k_space,E0,0.5,candidate_needs_review,2026-05-16 10:44:24,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0003-spectrum-6-06abd6beb72448e5,P0003,F0003,local_pdf_text_observation,,6,6,,,,,06abd6beb72448e5f40470b9ed5be160918942de33fedfca5fbffce61f9d8cac,regex:spectrum,E0,0.48,candidate_needs_review,2026-05-16 10:44:24,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0003-polarization-6-20789c4d5e16e217,P0003,F0003,local_pdf_text_observation,,6,6,,,,,20789c4d5e16e217e0831fed1bdd93c66b4910aef5aca28b5a19513c7e69f87a,regex:polarization,E0,0.46,candidate_needs_review,2026-05-16 10:44:24,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0003-polarization-6-8360d2ec3cbcce64,P0003,F0003,local_pdf_text_observation,,6,6,,,,,8360d2ec3cbcce6443a89c1a7f7f5f394a398a4ff4599507ef6f848a48efa205,regex:polarization,E0,0.46,candidate_needs_review,2026-05-16 10:44:24,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0003-polarization-6-54cf037acf5e57a6,P0003,F0003,local_pdf_text_observation,,6,6,,,,,54cf037acf5e57a6308c746c50ed7bad33fc06612ac6324144aca96428eda669,regex:polarization,E0,0.46,candidate_needs_review,2026-05-16 10:44:24,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0004-material-1-6db5f9eab51d2740,P0004,F0004,local_pdf_text_observation,,1,1,,,,,6db5f9eab51d2740efa20c83b3c6131ae875acfaa41c6bd7d9a3c3eb694127a2,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0004-material-1-1d90e30c8c465c24,P0004,F0004,local_pdf_text_observation,,1,1,,,,,1d90e30c8c465c24e6d5d9161a9ecae93e92ba33b90db8914c7dc9d0a6fb803d,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0004-material-1-d18306b5c89153d2,P0004,F0004,local_pdf_text_observation,,1,1,,,,,d18306b5c89153d2db74ac60e69da9dcd4d5ffb6fd53e4d28c6cd87b228208ec,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0004-material-1-4e6ebb3c5e0b0b4e,P0004,F0004,local_pdf_text_observation,,1,1,,,,,4e6ebb3c5e0b0b4e70d5fdd28544e0e44075e80a8c950568b700e744745dc9b6,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0004-material-1-02d2669135f74d17,P0004,F0004,local_pdf_text_observation,,1,1,,,,,02d2669135f74d17ae41b304e6eae896567b83cb5a06dc76d3ce2b0ac66ee515,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0004-material-1-d35b53f2d326c74d,P0004,F0004,local_pdf_text_observation,,1,1,,,,,d35b53f2d326c74d282f9d6fdc17a798acdcc453546b979ea369f05910708b7a,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0004-material-1-c427154039f13608,P0004,F0004,local_pdf_text_observation,,1,1,,,,,c427154039f1360876ea493f6e9b82a3f39c4a39abdfeaadf3b0f3a76e55c5b5,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0004-material-1-ab010dfad27a661f,P0004,F0004,local_pdf_text_observation,,1,1,,,,,ab010dfad27a661fde56319cf96445ff9e4d8323941c0892ed0d060bc1256f27,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0004-thickness-3-46c5902e8804bcbd,P0004,F0004,local_pdf_text_observation,,3,3,,,,,46c5902e8804bcbdde83d7c80dfbff713dab2501dd8a91454fe6b12082b0a3c4,regex:thickness,E0,0.58,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0004-thickness-3-a535ecfce98e2120,P0004,F0004,local_pdf_text_observation,,3,3,,,,,a535ecfce98e2120f9b72a084bb12680538cc68c7fae06ade51998b8e6ed4878,regex:thickness,E0,0.58,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0005-q_factor-1-192500ee066394e9,P0005,F0005,local_pdf_text_observation,,1,1,,,,,192500ee066394e92b945b0f43abd4fd4a1c30f1ae015d65a7da3e6f7b0b64b5,regex:q_factor,E0,0.62,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0005-q_factor-1-da157a820ccf0fa0,P0005,F0005,local_pdf_text_observation,,1,1,,,,,da157a820ccf0fa0d82d4d89e25e7fcaf6bd6b05d23eb7a06a92f600371631f0,regex:q_factor,E0,0.62,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0005-q_factor-1-33af0e509953e490,P0005,F0005,local_pdf_text_observation,,1,1,,,,,33af0e509953e49032cf70cf6f85d8beb2b0becda6e3bbc087e21694c979182c,regex:q_factor,E0,0.62,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0005-material-1-067a95d229b58a7b,P0005,F0005,local_pdf_text_observation,,1,1,,,,,067a95d229b58a7bd146033b36e4eb9a692aebedb99838962a7e40f285fc7bdf,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0005-material-1-9aedb862b04a4026,P0005,F0005,local_pdf_text_observation,,1,1,,,,,9aedb862b04a40269da2e1ad5b29676f8072a0917c968ea4e1409b8b314b4372,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0005-material-1-efc9e6256e009004,P0005,F0005,local_pdf_text_observation,,1,1,,,,,efc9e6256e0090040c6c1425ff72b3d85d85438dfa8590d4e72456099a15c58f,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0005-material-1-d6ade7f0fbde95f4,P0005,F0005,local_pdf_text_observation,,1,1,,,,,d6ade7f0fbde95f4b6631333648017b245d318a586730f2f69a7025858ebdd18,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0005-material-1-59c69bd4ca89a13e,P0005,F0005,local_pdf_text_observation,,1,1,,,,,59c69bd4ca89a13eae1fc2fcdb5e68635368e17855bf97cc4303a2feb72ba602,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0005-material-1-09db6341be8f0fda,P0005,F0005,local_pdf_text_observation,,1,1,,,,,09db6341be8f0fdafa6cbadbf21327fbe9f5e057a16f8f0699859195f3ab3597,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0005-material-1-2308b6b73b2c99a1,P0005,F0005,local_pdf_text_observation,,1,1,,,,,2308b6b73b2c99a1dc58b39f84bac9aaaca4ba9ecbf72f2bb992bb838a1e1bd1,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0005-material-1-982a350860e3c983,P0005,F0005,local_pdf_text_observation,,1,1,,,,,982a350860e3c9832d3565c2fea457931239cd8f480ff30508e3b1fb2b4f74ee,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0005-k_space-1-d7affe2bc3235f33,P0005,F0005,local_pdf_text_observation,,1,1,,,,,d7affe2bc3235f3331f28e3d2b599377eb738544c2734261a19a22cdd132a324,regex:k_space,E0,0.5,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0005-band_structure-1-4640efc6baaccce8,P0005,F0005,local_pdf_text_observation,,1,1,,,,,4640efc6baaccce8564f9a60e74b028efcc4229e408fe2a86af0e8da3e99f98b,regex:band_structure,E0,0.48,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0005-band_structure-1-5366a8eadb99a295,P0005,F0005,local_pdf_text_observation,,1,1,,,,,5366a8eadb99a295b70a08402fb1df026a7840e160a31aa9600b4903f20e3d9d,regex:band_structure,E0,0.48,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0005-band_structure-1-0072d7c62ecb8a39,P0005,F0005,local_pdf_text_observation,,1,1,,,,,0072d7c62ecb8a39ed123918237fe1186e23becef875c276a0406e179b58a09f,regex:band_structure,E0,0.48,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0005-k_space-2-91f7b823caf7ae45,P0005,F0005,local_pdf_text_observation,,2,2,,,,,91f7b823caf7ae45d54c7e8ea268bdc56fdac60db8ac7d10156e17c214ccb0f8,regex:k_space,E0,0.5,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0005-band_structure-2-58395bd66ee17478,P0005,F0005,local_pdf_text_observation,,2,2,,,,,58395bd66ee1747818bb2cc61182ecb78c0fc2347e1f97f697b415cd8b1a4c0e,regex:band_structure,E0,0.48,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0005-band_structure-2-0463ab56808894de,P0005,F0005,local_pdf_text_observation,,2,2,,,,,0463ab56808894de370ce3d6e99e28dfbfc6362a5f9330cc84f6020dd4184f2c,regex:band_structure,E0,0.48,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0005-polarization-2-e749cde1709e1843,P0005,F0005,local_pdf_text_observation,,2,2,,,,,e749cde1709e1843771deac298e6253d631d3af67962eb5cd324dacfdac506bb,regex:polarization,E0,0.46,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0005-polarization-2-89a1ccabcbc382ef,P0005,F0005,local_pdf_text_observation,,2,2,,,,,89a1ccabcbc382ef0edb54f7c671024ef62a4748480ec60eabc487db7966c601,regex:polarization,E0,0.46,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0005-polarization-2-6e9995fe96a1baec,P0005,F0005,local_pdf_text_observation,,2,2,,,,,6e9995fe96a1baec4f8e56311bf4c84253842f93d36c2c6c23b9361decdbea42,regex:polarization,E0,0.46,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0005-polarization-3-ccd91a9d2206fde8,P0005,F0005,local_pdf_text_observation,,3,3,,,,,ccd91a9d2206fde8214989acc046e5a2be5f4d07a6c1538fc2ff70515e8c2422,regex:polarization,E0,0.46,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0005-k_space-5-50ad7bbcf7e306de,P0005,F0005,local_pdf_text_observation,,5,5,,,,,50ad7bbcf7e306dea90413d6d292b5afa8cf939bc5676046ed3bdd47fb4b18f6,regex:k_space,E0,0.5,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0005-k_space-5-962d013fc05486de,P0005,F0005,local_pdf_text_observation,,5,5,,,,,962d013fc05486de32c8071ea9d85724b4714ba8321ee70bd697a835ee605092,regex:k_space,E0,0.5,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0005-k_space-5-919bd4999f7937f5,P0005,F0005,local_pdf_text_observation,,5,5,,,,,919bd4999f7937f5cc827a2b247d4e253966ef4a2dfe929a7c9546b06bc79c50,regex:k_space,E0,0.5,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0005-spectrum-5-83ba17253edc8b55,P0005,F0005,local_pdf_text_observation,,5,5,,,,,83ba17253edc8b558381360c6fbc353bb128870cb18f0c6bd131b329b322042c,regex:spectrum,E0,0.48,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0005-polarization-5-508a8c4956c9c9ab,P0005,F0005,local_pdf_text_observation,,5,5,,,,,508a8c4956c9c9ab583df100f9719e78ef8b8f588054802683cef0561acfdfba,regex:polarization,E0,0.46,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
