observation_id,paper_id,external_id,file_id,observation_group,observation_type,quantity_name,value_text,value_numeric,unit,material,structure_name,wavelength_nm,frequency_thz,q_factor,fano_q,source_kind,source_url,page,figure,panel,table_no,evidence_id,extraction_method,verification_status,curation_status,confidence,notes
OBS-P0012-material-6-a8b88f18396e5f05,P0012,,F0012,material,material,material,sin,,,,,,,,,local_pdf_text,,6,,,,E-OBS-P0012-material-6-a8b88f18396e5f05,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0012-q_factor-7-0a34adecf9dac553,P0012,,F0012,resonance,q_factor,Q factor,1,1.0,,,,,,1.0,,local_pdf_text,,7,,,,E-OBS-P0012-q_factor-7-0a34adecf9dac553,regex:q_factor,candidate_needs_review,review_queue,0.62,Candidate physical observation from PDF text; not yet human verified.
OBS-P0012-q_factor-7-a9a4b50ea93d7499,P0012,,F0012,resonance,q_factor,Q factor,0,0.0,,,,,,0.0,,local_pdf_text,,7,,,,E-OBS-P0012-q_factor-7-a9a4b50ea93d7499,regex:q_factor,candidate_needs_review,review_queue,0.62,Candidate physical observation from PDF text; not yet human verified.
OBS-P0012-q_factor-8-e4fed9d6db0308d6,P0012,,F0012,resonance,q_factor,Q factor,0,0.0,,,,,,0.0,,local_pdf_text,,8,,,,E-OBS-P0012-q_factor-8-e4fed9d6db0308d6,regex:q_factor,candidate_needs_review,review_queue,0.62,Candidate physical observation from PDF text; not yet human verified.
OBS-P0012-q_factor-8-9dbbd33202563910,P0012,,F0012,resonance,q_factor,Q factor,0,0.0,,,,,,0.0,,local_pdf_text,,8,,,,E-OBS-P0012-q_factor-8-9dbbd33202563910,regex:q_factor,candidate_needs_review,review_queue,0.62,Candidate physical observation from PDF text; not yet human verified.
OBS-P0013-material-2-a51b87b255cba9c6,P0013,,F0013,material,material,material,silica,,,,,,,,,local_pdf_text,,2,,,,E-OBS-P0013-material-2-a51b87b255cba9c6,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0013-band_structure-2-f5be5c2a8537eaa4,P0013,,F0013,band,band_structure,band structure,dispersion,,,,,,,,,local_pdf_text,,2,,,,E-OBS-P0013-band_structure-2-f5be5c2a8537eaa4,regex:band_structure,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
OBS-P0013-material-3-de9fc7caa919c430,P0013,,F0013,material,material,material,silica,,,,,,,,,local_pdf_text,,3,,,,E-OBS-P0013-material-3-de9fc7caa919c430,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0013-band_structure-3-d307c3dfda989bab,P0013,,F0013,band,band_structure,band structure,Bloch mode,,,,,,,,,local_pdf_text,,3,,,,E-OBS-P0013-band_structure-3-d307c3dfda989bab,regex:band_structure,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
OBS-P0014-material-1-af91d100820200a3,P0014,,F0014,material,material,material,dielectric,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0014-material-1-af91d100820200a3,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0014-material-1-149add7566561d77,P0014,,F0014,material,material,material,dielectric,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0014-material-1-149add7566561d77,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0014-polarization-1-4456ed4bd7d6eb4a,P0014,,F0014,polarization,polarization,polarization/topology,polarization,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0014-polarization-1-4456ed4bd7d6eb4a,regex:polarization,candidate_needs_review,review_queue,0.46,Candidate physical observation from PDF text; not yet human verified.
OBS-P0014-material-3-05306bd90af9ed08,P0014,,F0014,material,material,material,dielectric,,,,,,,,,local_pdf_text,,3,,,,E-OBS-P0014-material-3-05306bd90af9ed08,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0014-material-3-f7206c17044d8782,P0014,,F0014,material,material,material,dielectric,,,,,,,,,local_pdf_text,,3,,,,E-OBS-P0014-material-3-f7206c17044d8782,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0014-material-3-4be1d1b2d6f66f87,P0014,,F0014,material,material,material,dielectric,,,,,,,,,local_pdf_text,,3,,,,E-OBS-P0014-material-3-4be1d1b2d6f66f87,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0014-material-3-f78c6e28a75957b1,P0014,,F0014,material,material,material,dielectric,,,,,,,,,local_pdf_text,,3,,,,E-OBS-P0014-material-3-f78c6e28a75957b1,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0014-material-4-420a1e4e41afa9a9,P0014,,F0014,material,material,material,dielectric,,,,,,,,,local_pdf_text,,4,,,,E-OBS-P0014-material-4-420a1e4e41afa9a9,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0014-material-4-d04d7a7164cdeef6,P0014,,F0014,material,material,material,dielectric,,,,,,,,,local_pdf_text,,4,,,,E-OBS-P0014-material-4-d04d7a7164cdeef6,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0014-band_structure-4-49f3aaccc407e56b,P0014,,F0014,band,band_structure,band structure,band structure,,,,,,,,,local_pdf_text,,4,,,,E-OBS-P0014-band_structure-4-49f3aaccc407e56b,regex:band_structure,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
OBS-P0014-spectrum-4-ad7eb1cb47067abf,P0014,,F0014,spectrum,spectrum,spectrum,transmission spectrum,,,,,,,,,local_pdf_text,,4,,,,E-OBS-P0014-spectrum-4-ad7eb1cb47067abf,regex:spectrum,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
OBS-P0015-q_factor-1-53d9aa3a474e8ce6,P0015,,F0015,resonance,q_factor,Q factor,2750,2750.0,,,,,,2750.0,,local_pdf_text,,1,,,,E-OBS-P0015-q_factor-1-53d9aa3a474e8ce6,regex:q_factor,candidate_needs_review,review_queue,0.62,Candidate physical observation from PDF text; not yet human verified.
OBS-P0015-material-1-52fb4fd9ac2e7d52,P0015,,F0015,material,material,material,dielectric,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0015-material-1-52fb4fd9ac2e7d52,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0015-material-1-1baa305a7a4ed161,P0015,,F0015,material,material,material,dielectric,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0015-material-1-1baa305a7a4ed161,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0015-material-1-fe4d0e1d1093d57e,P0015,,F0015,material,material,material,GaAs,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0015-material-1-fe4d0e1d1093d57e,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0015-material-2-9ce10020712ce418,P0015,,F0015,material,material,material,GaAs,,,,,,,,,local_pdf_text,,2,,,,E-OBS-P0015-material-2-9ce10020712ce418,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0015-material-2-cc98ef1e06d76465,P0015,,F0015,material,material,material,dielectric,,,,,,,,,local_pdf_text,,2,,,,E-OBS-P0015-material-2-cc98ef1e06d76465,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0015-material-2-8833648397a24548,P0015,,F0015,material,material,material,dielectric,,,,,,,,,local_pdf_text,,2,,,,E-OBS-P0015-material-2-8833648397a24548,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0015-material-2-ec977fe57f51877c,P0015,,F0015,material,material,material,dielectric,,,,,,,,,local_pdf_text,,2,,,,E-OBS-P0015-material-2-ec977fe57f51877c,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0015-material-2-694865bfd3dc7d6d,P0015,,F0015,material,material,material,dielectric,,,,,,,,,local_pdf_text,,2,,,,E-OBS-P0015-material-2-694865bfd3dc7d6d,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0015-polarization-2-4a2e831ca02dde1a,P0015,,F0015,polarization,polarization,polarization/topology,vortex beam,,,,,,,,,local_pdf_text,,2,,,,E-OBS-P0015-polarization-2-4a2e831ca02dde1a,regex:polarization,candidate_needs_review,review_queue,0.46,Candidate physical observation from PDF text; not yet human verified.
OBS-P0015-polarization-2-544e78482adeef81,P0015,,F0015,polarization,polarization,polarization/topology,polarization,,,,,,,,,local_pdf_text,,2,,,,E-OBS-P0015-polarization-2-544e78482adeef81,regex:polarization,candidate_needs_review,review_queue,0.46,Candidate physical observation from PDF text; not yet human verified.
OBS-P0015-thickness-4-422700b9a46b67c3,P0015,,F0015,structure,thickness,thickness/height,250,250.0,nm,,,250.0,,,,local_pdf_text,,4,,,,E-OBS-P0015-thickness-4-422700b9a46b67c3,regex:thickness,candidate_needs_review,review_queue,0.58,Candidate physical observation from PDF text; not yet human verified.
OBS-P0015-k_space-4-43b5eff37dd91bf8,P0015,,F0015,kspace,k_space,k-space / momentum-space,topological charge,,,,,,,,,local_pdf_text,,4,,,,E-OBS-P0015-k_space-4-43b5eff37dd91bf8,regex:k_space,candidate_needs_review,review_queue,0.5,Candidate physical observation from PDF text; not yet human verified.
OBS-P0015-spectrum-4-07c965e3a3bbb227,P0015,,F0015,spectrum,spectrum,spectrum,photoluminescence,,,,,,,,,local_pdf_text,,4,,,,E-OBS-P0015-spectrum-4-07c965e3a3bbb227,regex:spectrum,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
OBS-P0015-polarization-4-33e7f2c9b6b4c5e7,P0015,,F0015,polarization,polarization,polarization/topology,polarization,,,,,,,,,local_pdf_text,,4,,,,E-OBS-P0015-polarization-4-33e7f2c9b6b4c5e7,regex:polarization,candidate_needs_review,review_queue,0.46,Candidate physical observation from PDF text; not yet human verified.
OBS-P0015-polarization-4-43b5eff37dd91bf8,P0015,,F0015,polarization,polarization,polarization/topology,topological charge,,,,,,,,,local_pdf_text,,4,,,,E-OBS-P0015-polarization-4-43b5eff37dd91bf8,regex:polarization,candidate_needs_review,review_queue,0.46,Candidate physical observation from PDF text; not yet human verified.
OBS-P0015-thickness-6-140014e47bcd2d85,P0015,,F0015,structure,thickness,thickness/height,250,250.0,nm,,,250.0,,,,local_pdf_text,,6,,,,E-OBS-P0015-thickness-6-140014e47bcd2d85,regex:thickness,candidate_needs_review,review_queue,0.58,Candidate physical observation from PDF text; not yet human verified.
OBS-P0015-diameter-6-bad882168bbd7af1,P0015,,F0015,structure,diameter,diameter,100,100.0,nm,,,100.0,,,,local_pdf_text,,6,,,,E-OBS-P0015-diameter-6-bad882168bbd7af1,regex:diameter,candidate_needs_review,review_queue,0.45,Candidate physical observation from PDF text; not yet human verified.
OBS-P0015-diameter-6-bc46c6bad293fc26,P0015,,F0015,structure,diameter,diameter,50,50.0,µm,,,50000.0,,,,local_pdf_text,,6,,,,E-OBS-P0015-diameter-6-bc46c6bad293fc26,regex:diameter,candidate_needs_review,review_queue,0.45,Candidate physical observation from PDF text; not yet human verified.
OBS-P0015-spectrum-6-bd6d383a8ea408e1,P0015,,F0015,spectrum,spectrum,spectrum,transmission spectrum,,,,,,,,,local_pdf_text,,6,,,,E-OBS-P0015-spectrum-6-bd6d383a8ea408e1,regex:spectrum,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
OBS-P0015-spectrum-7-39685b8fc42a999c,P0015,,F0015,spectrum,spectrum,spectrum,transmission spectrum,,,,,,,,,local_pdf_text,,7,,,,E-OBS-P0015-spectrum-7-39685b8fc42a999c,regex:spectrum,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
OBS-P0015-polarization-7-5db6c3800f0be34d,P0015,,F0015,polarization,polarization,polarization/topology,polarization,,,,,,,,,local_pdf_text,,7,,,,E-OBS-P0015-polarization-7-5db6c3800f0be34d,regex:polarization,candidate_needs_review,review_queue,0.46,Candidate physical observation from PDF text; not yet human verified.
OBS-P0015-polarization-7-6608fb56a4210596,P0015,,F0015,polarization,polarization,polarization/topology,polarization,,,,,,,,,local_pdf_text,,7,,,,E-OBS-P0015-polarization-7-6608fb56a4210596,regex:polarization,candidate_needs_review,review_queue,0.46,Candidate physical observation from PDF text; not yet human verified.
OBS-P0015-k_space-8-8b2e276b90e1cca3,P0015,,F0015,kspace,k_space,k-space / momentum-space,Γ point,,,,,,,,,local_pdf_text,,8,,,,E-OBS-P0015-k_space-8-8b2e276b90e1cca3,regex:k_space,candidate_needs_review,review_queue,0.5,Candidate physical observation from PDF text; not yet human verified.
OBS-P0015-k_space-8-1c06ee66fc7bd0e6,P0015,,F0015,kspace,k_space,k-space / momentum-space,Brillouin zone,,,,,,,,,local_pdf_text,,8,,,,E-OBS-P0015-k_space-8-1c06ee66fc7bd0e6,regex:k_space,candidate_needs_review,review_queue,0.5,Candidate physical observation from PDF text; not yet human verified.
OBS-P0015-spectrum-8-c89782b5b44ef338,P0015,,F0015,spectrum,spectrum,spectrum,transmission spectrum,,,,,,,,,local_pdf_text,,8,,,,E-OBS-P0015-spectrum-8-c89782b5b44ef338,regex:spectrum,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
OBS-P0016-material-3-79d9a5cd05c3a665,P0016,,F0016,material,material,material,sin,,,,,,,,,local_pdf_text,,3,,,,E-OBS-P0016-material-3-79d9a5cd05c3a665,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0016-material-4-208975bc93afeb24,P0016,,F0016,material,material,material,sin,,,,,,,,,local_pdf_text,,4,,,,E-OBS-P0016-material-4-208975bc93afeb24,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0017-material-1-e045c281ed901ffa,P0017,,F0017,material,material,material,dielectric,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0017-material-1-e045c281ed901ffa,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0017-material-1-33adbfd802816f16,P0017,,F0017,material,material,material,dielectric,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0017-material-1-33adbfd802816f16,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0017-material-1-a09579b7349f04d2,P0017,,F0017,material,material,material,dielectric,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0017-material-1-a09579b7349f04d2,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0017-material-1-52808172a006da12,P0017,,F0017,material,material,material,dielectric,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0017-material-1-52808172a006da12,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0017-material-1-62ea91a5e1f4afb1,P0017,,F0017,material,material,material,dielectric,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0017-material-1-62ea91a5e1f4afb1,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0017-material-1-6fa117e82461260b,P0017,,F0017,material,material,material,dielectric,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0017-material-1-6fa117e82461260b,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0017-material-1-bd51324b63c42fdd,P0017,,F0017,material,material,material,Si,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0017-material-1-bd51324b63c42fdd,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0017-material-1-b2c071196f58c70b,P0017,,F0017,material,material,material,dielectric,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0017-material-1-b2c071196f58c70b,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0017-band_structure-1-c2c7d9d13c597a42,P0017,,F0017,band,band_structure,band structure,radiation continuum,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0017-band_structure-1-c2c7d9d13c597a42,regex:band_structure,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
OBS-P0017-band_structure-1-76015f6084517b80,P0017,,F0017,band,band_structure,band structure,dispersion,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0017-band_structure-1-76015f6084517b80,regex:band_structure,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
OBS-P0017-band_structure-1-09529cb79caa3429,P0017,,F0017,band,band_structure,band structure,dispersion,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0017-band_structure-1-09529cb79caa3429,regex:band_structure,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
OBS-P0017-band_structure-1-7b426bf664200765,P0017,,F0017,band,band_structure,band structure,dispersion,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0017-band_structure-1-7b426bf664200765,regex:band_structure,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
OBS-P0017-band_structure-1-3d0be30a86c71632,P0017,,F0017,band,band_structure,band structure,dispersion,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0017-band_structure-1-3d0be30a86c71632,regex:band_structure,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
OBS-P0017-band_structure-1-8b1861452384d994,P0017,,F0017,band,band_structure,band structure,band structure,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0017-band_structure-1-8b1861452384d994,regex:band_structure,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
OBS-P0017-band_structure-1-fd37c2b47682dca8,P0017,,F0017,band,band_structure,band structure,dispersion,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0017-band_structure-1-fd37c2b47682dca8,regex:band_structure,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
OBS-P0017-band_structure-1-85ce3cfd4a4fff49,P0017,,F0017,band,band_structure,band structure,radiation continuum,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0017-band_structure-1-85ce3cfd4a4fff49,regex:band_structure,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
OBS-P0017-wavelength-4-f0eb82dd4c97dcc4,P0017,,F0017,resonance,wavelength,resonance wavelength,1000,1000.0,nm,,,1000.0,,,,local_pdf_text,,4,,,,E-OBS-P0017-wavelength-4-f0eb82dd4c97dcc4,regex:wavelength,candidate_needs_review,review_queue,0.6,Candidate physical observation from PDF text; not yet human verified.
OBS-P0017-spectrum-4-696084838e7d7b38,P0017,,F0017,spectrum,spectrum,spectrum,far-field,,,,,,,,,local_pdf_text,,4,,,,E-OBS-P0017-spectrum-4-696084838e7d7b38,regex:spectrum,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
OBS-P0018-material-1-7d91b64267509c6b,P0018,,F0018,material,material,material,dielectric,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0018-material-1-7d91b64267509c6b,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0018-material-1-28f1129ba3505496,P0018,,F0018,material,material,material,dielectric,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0018-material-1-28f1129ba3505496,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0018-material-1-b4ad160d4bd3b6e3,P0018,,F0018,material,material,material,dielectric,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0018-material-1-b4ad160d4bd3b6e3,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0018-material-1-87321bd047746ef8,P0018,,F0018,material,material,material,dielectric,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0018-material-1-87321bd047746ef8,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0018-material-1-35fd2d2c6c4c6d6f,P0018,,F0018,material,material,material,dielectric,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0018-material-1-35fd2d2c6c4c6d6f,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0018-material-1-dd1dc632644b12b0,P0018,,F0018,material,material,material,dielectric,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0018-material-1-dd1dc632644b12b0,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0018-material-1-1b4f3155c576b7c3,P0018,,F0018,material,material,material,dielectric,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0018-material-1-1b4f3155c576b7c3,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0018-material-1-0ef4e6cef5d8ccc3,P0018,,F0018,material,material,material,dielectric,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0018-material-1-0ef4e6cef5d8ccc3,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0018-band_structure-1-e704e32a486ddaa0,P0018,,F0018,band,band_structure,band structure,light cone,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0018-band_structure-1-e704e32a486ddaa0,regex:band_structure,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
OBS-P0018-band_structure-1-a9e0021053c1656b,P0018,,F0018,band,band_structure,band structure,light cone,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0018-band_structure-1-a9e0021053c1656b,regex:band_structure,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
OBS-P0018-band_structure-1-b9ddd4fd4c44af3e,P0018,,F0018,band,band_structure,band structure,light cone,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0018-band_structure-1-b9ddd4fd4c44af3e,regex:band_structure,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
OBS-P0018-band_structure-1-4d917c5a388d276c,P0018,,F0018,band,band_structure,band structure,light cone,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0018-band_structure-1-4d917c5a388d276c,regex:band_structure,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
OBS-P0018-band_structure-1-d1050255ee5a07ba,P0018,,F0018,band,band_structure,band structure,light cone,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0018-band_structure-1-d1050255ee5a07ba,regex:band_structure,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
OBS-P0018-polarization-1-3e69487cb984e250,P0018,,F0018,polarization,polarization,polarization/topology,polarization,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0018-polarization-1-3e69487cb984e250,regex:polarization,candidate_needs_review,review_queue,0.46,Candidate physical observation from PDF text; not yet human verified.
OBS-P0018-band_structure-3-a9748368787ac3d4,P0018,,F0018,band,band_structure,band structure,LIGHT CONE,,,,,,,,,local_pdf_text,,3,,,,E-OBS-P0018-band_structure-3-a9748368787ac3d4,regex:band_structure,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
OBS-P0018-band_structure-3-f309e351cd16e6dc,P0018,,F0018,band,band_structure,band structure,light cone,,,,,,,,,local_pdf_text,,3,,,,E-OBS-P0018-band_structure-3-f309e351cd16e6dc,regex:band_structure,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
OBS-P0018-polarization-3-fa5d20d838cde1bf,P0018,,F0018,polarization,polarization,polarization/topology,polarization,,,,,,,,,local_pdf_text,,3,,,,E-OBS-P0018-polarization-3-fa5d20d838cde1bf,regex:polarization,candidate_needs_review,review_queue,0.46,Candidate physical observation from PDF text; not yet human verified.
OBS-P0018-polarization-3-155afbfb93946496,P0018,,F0018,polarization,polarization,polarization/topology,polarization,,,,,,,,,local_pdf_text,,3,,,,E-OBS-P0018-polarization-3-155afbfb93946496,regex:polarization,candidate_needs_review,review_queue,0.46,Candidate physical observation from PDF text; not yet human verified.
OBS-P0018-polarization-4-8e9c9469d4863d81,P0018,,F0018,polarization,polarization,polarization/topology,polarization,,,,,,,,,local_pdf_text,,4,,,,E-OBS-P0018-polarization-4-8e9c9469d4863d81,regex:polarization,candidate_needs_review,review_queue,0.46,Candidate physical observation from PDF text; not yet human verified.
OBS-P0018-band_structure-5-33d4c5a6145eb100,P0018,,F0018,band,band_structure,band structure,LIGHT CONE,,,,,,,,,local_pdf_text,,5,,,,E-OBS-P0018-band_structure-5-33d4c5a6145eb100,regex:band_structure,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
OBS-P0018-polarization-5-5a4b8bd55e2dc207,P0018,,F0018,polarization,polarization,polarization/topology,polarization,,,,,,,,,local_pdf_text,,5,,,,E-OBS-P0018-polarization-5-5a4b8bd55e2dc207,regex:polarization,candidate_needs_review,review_queue,0.46,Candidate physical observation from PDF text; not yet human verified.
OBS-P0018-polarization-7-e6de22b379181b92,P0018,,F0018,polarization,polarization,polarization/topology,polarization,,,,,,,,,local_pdf_text,,7,,,,E-OBS-P0018-polarization-7-e6de22b379181b92,regex:polarization,candidate_needs_review,review_queue,0.46,Candidate physical observation from PDF text; not yet human verified.
OBS-P0019-q_factor-1-38fba153d643fc02,P0019,,F0019,resonance,q_factor,Q factor,1,1.0,,,,,,1.0,,local_pdf_text,,1,,,,E-OBS-P0019-q_factor-1-38fba153d643fc02,regex:q_factor,candidate_needs_review,review_queue,0.62,Candidate physical observation from PDF text; not yet human verified.
OBS-P0019-material-1-d5480d7b79281a1f,P0019,,F0019,material,material,material,dielectric,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0019-material-1-d5480d7b79281a1f,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0019-material-1-9828d32e81621640,P0019,,F0019,material,material,material,dielectric,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0019-material-1-9828d32e81621640,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0019-material-1-3ed976612088bde0,P0019,,F0019,material,material,material,dielectric,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0019-material-1-3ed976612088bde0,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0019-material-1-b044f085ced76030,P0019,,F0019,material,material,material,dielectric,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0019-material-1-b044f085ced76030,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0019-material-1-82ca4a5b4e412853,P0019,,F0019,material,material,material,dielectric,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0019-material-1-82ca4a5b4e412853,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0019-material-1-ec7d8490c5a68b67,P0019,,F0019,material,material,material,dielectric,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0019-material-1-ec7d8490c5a68b67,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
